TAIL_NUMBER,PASSENGER_CAPACITY,FUEL_COST/MILE,BASE_COST/FLIGHT,TOTAL_FLIGHTS,TOTAL_MAX_PASSANGERS,MILES_TRAVELED,TOTAL_FUEL_COST,TOTAL_FEES,TOTAL_GATE_COST,TOTAL_COST,COST/PASSANGER
N5DXAA,85,23.3,2100.34,118,10030,156957,3657098.1,3329.9699999999984,435340.5599999993,4095768.6299999994,408.3518075772681
N3MAAA,85,21.9,2136.75,1075,91375,1522063,33333179.7,20086.029999999984,4038125.9900000365,37391391.720000036,409.20811731874187
N5CPAA,85,23.2,2209.16,425,36125,566350,13139320.0,66379.75000000001,1580335.660000001,14786035.41,409.3020182698962
N3LYAA,85,22.7,2294.54,1103,93755,1514385,34376539.5,16942.430000000004,4113013.450000034,38506495.38000003,410.7140459708819
N5CHAA,85,23.2,2347.34,464,39440,620173,14388013.6,131003.95,1735594.3699999994,16254611.919999998,412.1351906693711
N3MLAA,85,22.7,2378.11,753,64005,1053481,23914018.7,21157.18,2699049.590000005,26634225.470000003,416.1272630263261
N7BTAA,85,21.0,2117.16,41,3485,61391,1289211.0,21500.379999999997,154757.84999999986,1465469.2299999997,420.5076700143471
N5BVAA,85,23.3,2140.17,314,26690,430292,10025803.6,55285.61999999999,1153709.0500000068,11234798.270000005,420.9366155863621
N946UW,21,16.2,3366.14,907,19047,335649,5437513.8,-15521.450000000008,2617541.5099999616,8039533.859999961,422.0892455504784
N950UW,21,16.2,3557.94,983,20643,365458,5920419.6,-120.31999999998872,2834168.3199999663,8754467.599999966,424.0889211839348
N5DMAA,85,21.1,2304.82,18,1530,27683,584111.3,1023.21,67352.76000000001,652487.27,426.4622679738562
N7ATAA,85,22.5,2129.0,45,3825,66238,1490355.0,5095.25,152283.46999999988,1647733.72,430.78005751633987
N3MHAA,85,23.5,2188.14,955,81175,1355998,31865953.0,77249.72,3505031.3400000357,35448234.06000003,436.6890552510013
N7BHAA,85,23.2,2260.96,55,4675,80620,1870384.0,7614.190000000001,177875.87999999986,2055874.0699999998,439.75915935828874
N957UW,21,16.5,3514.28,830,17430,333390,5500935.0,-14082.109999999995,2307432.3099999726,7794285.199999972,447.1764314400443
N399AA,85,21.3,2251.82,177,15045,286192,6095889.600000001,44918.439999999995,644629.2600000006,6785437.300000002,451.0094582917914
N381AA,85,22.0,2208.66,159,13515,249356,5485832.0,48416.259999999995,561741.2499999994,6095989.509999999,451.0536078431372
N370AA,85,21.5,2265.63,31,2635,47668,1024862.0,50924.96000000001,123697.47999999997,1199484.44,455.2123111954459
N7AYAA,85,22.0,2111.39,36,3060,57969,1275318.0,9804.53,114629.67999999992,1399752.21,457.435362745098
N7BLAA,85,22.9,2216.41,66,5610,103189,2363028.0999999996,20560.89,223990.47999999978,2607579.4699999997,464.809174688057
N7CBAA,85,22.1,2101.85,55,4675,90794,2006547.4000000001,7126.620000000001,181771.14999999982,2195445.17,469.6139401069519
N7BDAA,85,21.7,2117.65,39,3315,64219,1393552.3,14028.039999999999,151224.5199999999,1558804.8599999999,470.2277104072398
N7ABAA,85,21.1,2269.68,63,5355,109566,2311842.6,9667.829999999998,217483.00999999975,2538993.44,474.13509617180205
N7BSAA,85,22.2,2389.59,34,2890,57527,1277099.4,-1864.5399999999993,111583.52999999994,1386818.39,479.867955017301
N7ALAA,85,22.1,2289.51,51,4335,85661,1893108.1,11131.599999999999,194585.48999999982,2098825.19,484.15805997693195
N352AA,85,21.5,2139.72,215,18275,375897,8081785.5,27789.159999999993,746347.130000003,8855921.790000003,484.5921636114913
N7CAAA,85,22.7,2322.74,52,4420,85347,1937376.9,17971.33,201340.6599999998,2156688.8899999997,487.9386628959275
N7AFAA,85,21.0,2364.66,54,4590,97134,2039814.0,12668.849999999999,188899.56999999983,2241382.42,488.31861002178647
N368AA,85,22.3,2116.07,238,20230,403355,8994816.5,39113.079999999994,863075.0400000052,9897004.620000005,489.2241532377659
N7AMAA,85,21.7,2235.64,61,5185,106051,2301306.6999999997,11415.529999999999,225271.97999999975,2537994.209999999,489.4877936354868
N7AXAA,85,21.9,2116.47,41,3485,70632,1546840.7999999998,22916.469999999998,140646.20999999988,1710403.4799999997,490.7900946915351
N7ADAA,85,21.9,2365.14,46,3910,80248,1757431.2,1710.0799999999992,161915.03999999983,1921056.3199999998,491.3187519181585
N363AA,85,23.2,2127.73,171,14535,278357,6457882.399999999,44328.92,665495.7700000014,7167707.090000001,493.1343027175783
N5FCAA,85,21.5,2209.93,836,71060,1489831,32031366.5,38377.03999999999,3022467.5599999786,35092211.09999998,493.8391654939485
N7AEAA,85,21.9,2195.43,45,3825,79014,1730406.5999999999,8280.929999999998,162949.54999999984,1901637.0799999996,497.1600209150326
N358AA,85,22.9,2296.32,148,12580,246562,5646269.8,36844.53,581027.1400000001,6264141.470000001,497.944472972973
N5FBAA,85,21.6,2151.2,745,63325,1346535,29085156.000000004,95936.61999999997,2703095.019999969,31884187.639999975,503.5007917883928
N7BVAA,85,21.9,2224.53,79,6715,142989,3131459.0999999996,17764.27,281784.98999999964,3431008.3599999994,510.94688905435584
N353AA,85,21.6,2352.11,248,21080,452913,9782920.8,68342.28,934377.9200000059,10785641.000000006,511.65279886148033
N7AKAA,85,22.6,2236.48,53,4505,93790,2119654.0,7761.539999999999,177821.82999999984,2305237.37,511.70640843507215
N7AJAA,85,23.3,2339.22,40,3400,68770,1602341.0,6377.030000000001,133067.1699999999,1741785.2,512.2897647058824
N371AA,85,22.5,2405.66,163,13855,290863,6544417.5,27460.4,544223.9199999992,7116101.819999999,513.6125456513894
N7AHAA,85,23.2,2349.73,58,4930,99887,2317378.4,39429.369999999995,191580.13999999978,2548387.9099999997,516.9143833671399
N5ERAA,85,22.8,2284.44,669,56865,1185165,27021762.0,88909.19999999998,2373713.3699999773,29484384.569999978,518.4979261408596
N362AA,85,22.5,2142.86,276,23460,500764,11267190.0,52091.130000000005,976781.6400000063,12296062.770000007,524.1288478260873
N351AA,85,22.8,2356.36,240,20400,436577,9953955.6,86035.31999999998,845662.7400000049,10885653.660000004,533.6104735294119
N5DFAA,85,22.2,2157.08,813,69105,1570764,34870960.8,51640.88999999999,2913614.249999966,37836215.93999996,547.5177764271755
N366AA,85,22.4,2290.14,271,23035,520969,11669705.6,62155.14,973827.8500000063,12705688.590000007,551.5818793140876
N369AA,85,22.5,2196.12,182,15470,349990,7874775.0,10612.669999999998,678818.5300000018,8564206.200000001,553.6009179056239
N5DHAA,85,23.0,2337.8,848,72080,1620934,37281482.0,65804.07999999999,2973657.0699999696,40320943.14999997,559.3915531354047
N7BGAA,85,22.7,2159.29,35,2975,67902,1541375.4,7233.419999999999,122570.09999999989,1671178.9199999997,561.7408134453781
N5DKAA,85,23.2,2338.23,752,63920,1440653,33423149.599999998,144539.75999999998,2701306.9099999676,36268996.269999966,567.4123321339168
N365AA,85,23.4,2133.31,205,17425,389316,9109994.4,49580.610000000015,750001.6600000028,9909576.670000002,568.6988045911048
N359AA,85,21.6,2175.91,167,14195,343147,7411975.2,65008.270000000004,638164.1200000007,8115147.590000001,571.6905663966186
N383AA,85,22.5,2333.68,320,27200,650521,14636722.5,80060.83,1180155.930000007,15896939.260000007,584.4462963235296
N374AA,85,23.1,2347.59,181,15385,357353,8254854.300000001,38975.26999999999,701221.9700000021,8995051.540000003,584.6637335066625
N367AA,85,21.0,2343.96,259,22015,574166,12057486.0,60586.590000000004,913661.3000000062,13031733.890000006,591.9479395866457
N7LFAA,85,23.2,2385.71,3,255,6075,140940.0,316.20000000000005,11160.54,152416.74000000002,597.712705882353
N902AW,85,22.5,2201.62,312,26520,661984,14894640.0,26780.059999999998,950162.2899999993,15871582.35,598.4759558823529
N377AA,85,23.1,2269.47,224,19040,461478,10660141.8,91583.72999999998,839987.3000000041,11591712.830000006,608.8084469537818
N108UW,5,0.27,500.37,638,3190,430193,116152.11,23159.240000000005,1826960.5799999915,1966271.9299999916,616.3861849529754
N372AA,85,22.9,2172.93,195,16575,411357,9420075.299999999,55274.75999999999,749164.1200000029,10224514.180000002,616.8636006033183
N380AA,85,23.4,2249.91,251,21335,525113,12287644.2,41811.850000000006,901039.6900000059,13230495.740000004,620.1310400749943
N763US,5,0.25,514.74,656,3280,530716,132679.0,33545.47,1869235.7400000005,2035460.2100000004,620.5671371951221
N376AA,85,22.9,2135.24,270,22950,579993,13281839.7,110177.36999999997,928991.2000000059,14321008.270000005,624.0090749455339
N7LUAA,85,21.2,2286.18,2,170,4684,99300.8,0.0,7594.110000000001,106894.91,628.7935882352941
N7LTAA,85,21.3,2413.62,2,170,4684,99769.2,-463.8400000000001,7594.110000000001,106899.47,628.8204117647059
N901AW,85,22.8,2210.83,315,26775,715268,16308110.4,39886.000000000015,941590.9100000004,17289587.310000002,645.7362207282914
N795AA,85,21.1,2381.94,702,59670,1733744,36581998.400000006,26077.769999999986,2486012.7000000044,39094088.87000001,655.1715915870624
N797AA,85,21.2,2322.71,703,59755,1731244,36702372.8,29290.720000000005,2473877.0400000038,39205540.56,656.1047704794578
N660AW,5,0.26,512.69,583,2915,637943,165865.18,30892.140000000007,1717820.3699999962,1914577.6899999962,656.8019519725544
N278AY,21,16.9,3247.58,45,945,27189,459494.1,16390.829999999998,145294.06000000008,621178.9900000001,657.3322645502647
N361AA,85,22.9,2393.45,321,27285,735808,16850003.2,49085.499999999985,1187969.700000007,18087058.400000006,662.893839105736
N904AW,85,23.2,2376.26,326,27710,747922,17351790.4,27631.709999999992,1010689.3500000004,18390111.46,663.6633511367737
N676AW,5,0.27,493.61,634,3170,666749,180022.23,25122.629999999997,1899043.7799999968,2104188.639999997,663.7819053627751
N563UW,5,0.25,464.33,653,3265,783672,195918.0,10480.420000000011,2011277.1199999892,2217675.5399999893,679.2268116385878
N799AA,85,21.9,2332.0,699,59415,1745067,38216967.3,-18562.679999999986,2441331.300000002,40639735.92,683.9979116384752
N794AA,85,22.3,2236.12,675,57375,1665497,37140583.1,12074.989999999989,2339417.1499999976,39492075.24,688.3150368627452
N174US,5,0.26,502.1,618,3090,701727,182449.02000000002,39849.77999999998,1912761.549999992,2135060.3499999917,690.9580420711948
N787AA,85,22.4,2269.77,695,59075,1711846,38345350.4,29902.87000000001,2458009.620000003,40833262.89,691.2105440541684
N7LLAA,85,23.5,2264.6,3,255,7026,165111.0,370.46,11012.79,176494.25,692.1343137254902
N910AW,85,22.2,2334.16,340,28900,865610,19216542.0,28082.739999999994,1056797.1400000013,20301421.88,702.4713453287197
N471AA,21,15.2,3203.76,1443,30303,1068290,16238008.0,119911.00999999997,5215007.569999964,21572926.579999965,711.9072890472879
N403AA,21,16.2,3238.16,1292,27132,918682,14882648.399999999,101107.74000000003,4614783.539999971,19598539.67999997,722.3403980539573
N4XTAA,21,15.6,3472.14,1227,25767,902253,14075146.799999999,182308.79,4380124.989999984,18637580.579999983,723.3120107113743
N788AA,85,23.4,2230.06,674,57290,1667343,39015826.199999996,72081.42999999995,2392249.9499999997,41480157.58,724.0383588758946
N791AA,85,23.3,2145.09,698,59330,1739986,40541673.800000004,-372.079999999995,2421590.510000001,42962892.230000004,724.1343709758976
N481AA,21,15.9,3555.48,1410,29610,1027555,16338124.5,88168.40000000005,5092104.379999972,21518397.27999997,726.7273650793641
N484AA,21,15.8,3305.04,1338,28098,985230,15566634.0,116094.07999999991,4906215.399999974,20588943.479999974,732.7547683109109
N4XVAA,21,16.1,3533.88,1264,26544,923871,14874323.100000001,97096.06999999998,4513503.999999979,19484923.16999998,734.0613008589504
N548AA,21,16.0,3580.87,1178,24738,865293,13844688.0,161719.9100000001,4218135.859999979,18224543.76999998,736.7023918667629
N827AW,21,16.8,3323.63,715,15015,538822,9052209.6,8746.739999999996,2033631.6999999974,11094588.039999997,738.9003023643022
N485AA,21,15.8,3189.56,1347,28287,1003785,15859803.0,145085.87999999998,4935039.049999964,20939927.929999966,740.2668338812871
N4UCAA,21,16.5,3318.56,1387,29127,995534,16426311.0,259998.90999999995,4952151.739999961,21638461.64999996,742.9004583376236
N4YDAA,21,15.6,3352.09,1287,27027,988959,15427760.4,104912.42000000003,4597466.029999977,20130138.84999998,744.8158822658814
N4XEAA,21,16.4,3473.49,1394,29274,1012808,16610051.2,187804.70999999993,5029072.019999979,21826927.929999977,745.6079773860756
N3HYAA,5,0.27,463.34,732,3660,860026,232207.02000000002,27244.800000000003,2486544.670000007,2745996.4900000067,750.2722650273242
N475AA,21,16.5,3487.12,1520,31920,1112716,18359814.0,138590.06000000006,5490180.009999975,23988584.069999974,751.5220573308262
N016AA,21,15.8,3277.7,674,14154,520502,8223931.600000001,31583.75999999999,2431412.7700000056,10686928.130000006,755.0464978098069
N4WPAA,21,15.6,3348.92,1034,21714,813844,12695966.4,114780.88999999997,3586886.5099999937,16397633.799999995,755.1641245279541
N010AA,5,0.27,455.04,647,3235,480770,129807.90000000001,39932.240000000005,2274625.920000004,2444366.0600000042,755.600018547142
N3KCAA,5,0.25,495.95,1006,5030,1181792,295448.0,8809.619999999997,3514684.179999995,3818941.799999995,759.2329622266392
N437AA,5,0.26,495.74,1445,7225,1068653,277849.78,116902.76999999993,5105564.349999972,5500316.8999999715,761.289536332176
N571AA,21,16.4,3259.23,1292,27132,983026,16121626.399999999,111892.24,4670018.57999997,20903537.21999997,770.4384940291894
N478AA,21,16.2,3276.82,359,7539,267936,4340563.2,56898.91000000001,1423327.840000001,5820789.950000001,772.0904562939384
N3GSAA,5,0.27,457.15,1096,5480,1257511,339527.97000000003,34518.94000000002,3860193.950000015,4234240.860000015,772.6716897810247
N436AA,5,0.25,480.13,1350,6750,1005459,251364.75,96359.41999999994,4876781.079999975,5224505.249999975,774.000777777774
N553AA,21,16.4,3246.75,274,5754,204141,3347912.4,25730.52,1081346.5700000024,4454989.490000002,774.2421776155721
N470AA,5,0.25,460.21,1443,7215,1081828,270457.0,137080.5500000001,5184794.449999966,5592331.999999966,775.0979902979856
N480AA,5,0.24,477.21,1325,6625,992313,238155.12,156166.88,4744859.149999965,5139181.149999965,775.7254566037683
N3KMAA,5,0.26,490.26,1049,5245,1197436,311333.36,78366.94,3708827.5400000033,4098527.840000003,781.4161754051484
N3BEAA,5,0.27,494.83,962,4810,1135240,306514.80000000005,51669.28999999999,3401111.049999999,3759295.1399999987,781.5582411642409
N3BKAA,5,0.26,492.99,977,4885,1126012,292763.12,59400.85999999999,3466527.279999997,3818691.259999997,781.7177604912993
N3DPAA,5,0.25,487.6,966,4830,1127399,281849.75,55762.41,3442337.089999992,3779949.249999992,782.5981884057954
N207UW,5,0.26,487.99,294,1470,717784,186623.84,3863.5100000000025,960939.7200000014,1151427.0700000015,783.2837210884363
N5EPAA,5,0.27,489.86,524,2620,660450,178321.5,75522.38999999997,1798662.5799999966,2052506.4699999965,783.399416030533
N3JHAA,5,0.26,500.75,1061,5305,1222638,317885.88,79760.53999999996,3761448.0400000145,4159094.4600000144,783.9951856738953
N3CUAA,5,0.26,501.88,965,4825,1074842,279458.92,26765.00999999998,3485306.2100000004,3791530.1400000006,785.8093554404146
N014AA,21,16.1,3579.21,621,13041,498938,8032901.800000001,64423.52,2207582.85,10304908.17,790.1930963883137
N597AA,21,15.8,3246.15,672,14112,537251,8488565.8,45882.490000000005,2656661.710000006,11191110.000000007,793.0208333333338
N973UY,5,0.25,493.28,214,1070,246059,61514.75,1359.7000000000016,798850.3200000005,861724.7700000005,805.3502523364491
N4XNAA,21,16.5,3420.37,438,9198,342839,5656843.5,90999.71000000004,1722918.2500000028,7470761.460000003,812.2158577951732
N826AW,21,16.6,3244.6,695,14595,594486,9868467.600000001,28768.16999999999,2053256.509999999,11950492.280000001,818.807281945872
N3LFAA,5,0.26,465.7,1039,5195,1409179,366386.54000000004,27515.870000000003,3864423.290000035,4258325.700000035,819.6969586140586
N019AA,21,15.9,3445.99,716,15036,622572,9898894.8,45948.48000000002,2678207.000000004,12623050.280000005,839.5218329342914
N599AA,5,0.26,465.93,712,3560,558830,145295.80000000002,91516.93000000001,2804577.830000004,3041390.560000004,854.323191011237
N8ADAA,21,15.9,3406.5,76,1596,65715,1044868.5,21439.27,313559.7899999997,1379867.5599999996,864.5786716791978
N8AEAA,21,15.8,3509.41,60,1260,52450,828710.0,12500.999999999998,263521.56,1104732.56,876.7718730158731
N279AY,21,16.9,3418.3,34,714,32119,542811.1,5063.539999999999,107757.34000000005,655631.9800000001,918.2520728291317
N547UW,21,15.2,3214.75,422,8862,468877,7126930.399999999,-5178.49,1210765.029999997,8332516.939999996,940.2524193184378
N667AW,21,15.2,3362.63,580,12180,642022,9758734.4,26550.300000000003,1747138.5199999914,11532423.219999993,946.8327766830864
N656AW,21,15.9,3647.18,595,12495,645185,10258441.5,11996.659999999998,1790297.8299999954,12060735.989999995,965.2449771908759
N659AW,21,16.0,3645.28,613,12873,662051,10592816.0,23152.65,1823896.7799999956,12439865.429999996,966.353253320904
N3FAAA,21,15.3,3571.4,1005,21105,1112679,17023988.7,36792.46000000001,3509370.920000002,20570152.080000002,974.6577626154941
N3GTAA,21,15.1,3527.37,1055,22155,1195239,18048108.9,50458.44000000001,3718740.1000000043,21817307.440000005,984.7577269239451
N7LBAA,21,15.4,3232.88,1,21,1121,17263.4,0.0,3418.68,20682.08,984.8609523809524
N581UW,21,15.6,3345.07,712,14952,812379,12673112.4,-15794.959999999994,2223739.7699999977,14881057.209999997,995.2552976190474
N163US,21,15.8,3364.71,672,14112,763325,12060535.0,49153.71000000001,2082417.229999992,14192105.939999994,1005.6764413265302
N3GNAA,21,15.4,3235.65,1050,22050,1195416,18409406.400000002,74011.80999999997,3704958.2600000035,22188376.470000006,1006.2755768707486
N917UY,21,15.8,3476.75,707,14847,808494,12774205.200000001,24058.00999999999,2203389.6399999955,15001652.849999996,1010.4164376641743
N974UY,21,16.4,3452.67,214,4494,228315,3744365.9999999995,17382.420000000002,804272.8300000004,4566021.25,1016.0260903426791
N3EMAA,21,15.8,3446.77,1026,21546,1156496,18272636.8,77122.83,3821220.010000005,22170979.640000004,1029.0067594913212
N573UW,21,15.9,3247.53,664,13944,780454,12409218.6,12858.610000000002,2055516.339999991,14477593.54999999,1038.2668925702803
N867AA,21,15.7,3590.64,930,19530,1095044,17192190.8,61984.99999999999,3256487.0200000084,20510662.820000008,1050.213150025602
N586UW,21,16.3,3609.31,702,14742,814122,13270188.600000001,25072.269999999982,2189147.1299999934,15484407.999999994,1050.3600596933927
N571UW,21,15.4,3377.22,437,9177,547757,8435457.8,130.31000000000017,1212445.2599999965,9648033.369999997,1051.327598343685
N519UW,21,16.5,3238.71,654,13734,752709,12419698.5,16358.060000000001,2094736.0799999912,14530792.639999991,1058.016065239551
N3HMAA,21,16.1,3236.65,1025,21525,1188642,19137136.200000003,56782.459999999985,3595613.2400000026,22789531.900000006,1058.7471265969805
N509AY,21,16.5,3416.47,663,13923,774735,12783127.5,35761.96999999999,2039570.6499999922,14858460.119999994,1067.188114630467
N870AA,21,16.1,3629.32,600,12600,718644,11570168.4,38654.11999999997,2048431.1699999822,13657253.689999983,1083.9090230158718
N3KTAA,21,16.2,3230.72,1012,21252,1198103,19409268.599999998,25794.959999999995,3610749.890000004,23045813.450000003,1084.4068064182195
N3HWAA,21,16.9,3361.27,991,20811,1138364,19238351.599999998,50628.200000000026,3528092.950000001,22817072.75,1096.394827254817
N3ANAA,21,16.9,3550.25,800,16800,924727,15627886.299999999,35555.599999999984,2848143.370000001,18511585.27,1101.8800755952382
N3DCAA,21,16.7,3592.51,960,20160,1131766,18900492.2,43713.41000000002,3421450.2599999947,22365655.869999994,1109.4075332341267
N3DMAA,21,16.8,3238.87,979,20559,1153827,19384293.6,31034.049999999977,3477067.0000000005,22892394.650000002,1113.4974779901747
N863AA,21,15.9,3327.49,950,19950,1189397,18911412.3,83616.78,3433186.9300000076,22428216.01000001,1124.2213538847122
N5CEAA,21,15.3,3635.11,328,6888,429791,6575802.300000001,38430.53999999999,1216793.3400000082,7831026.180000009,1136.9085627177712
N3MFAA,21,15.5,3200.82,1025,21525,1433809,22224039.5,-12731.140000000007,3783094.200000027,25994402.560000025,1207.6377495934971
N391AA,21,16.7,3198.25,123,2583,159309,2660460.3,46426.07,426746.5199999993,3133632.8899999987,1213.1757220286484
N3LLAA,21,16.8,3426.61,1054,22134,1414183,23758274.400000002,15971.430000000004,3916596.5400000405,27690842.370000042,1251.0545933857434
N7LHAA,21,15.9,3452.97,3,63,4552,72376.8,-968.6,7594.110000000001,79002.31,1254.0049206349206
N350AA,21,16.9,3238.59,89,1869,127536,2155358.4,21785.219999999994,253873.2999999998,2431016.92,1300.7046120920277
N7BMAA,21,16.8,3375.87,56,1176,83898,1409486.4000000001,7427.94,205639.8699999998,1622554.21,1379.7229676870747
N385AA,21,16.3,3272.74,133,2793,201635,3286650.5,67420.47000000002,500934.3799999989,3855005.349999999,1380.2382205513782
N7ANAA,21,15.6,3601.54,49,1029,84663,1320742.8,12159.82,169453.38999999984,1502356.01,1460.0155587949466
N7AAAA,21,16.9,3627.91,28,588,46699,789213.1,1455.69,87505.01999999999,878173.8099999999,1493.4928741496597
N5ECAA,21,15.7,3358.02,773,16233,1390348,21828463.599999998,119055.48,2748366.21999997,24695885.299999967,1521.3383416497238
N7BKAA,21,16.8,3379.26,58,1218,100325,1685460.0,5411.479999999999,182828.8099999998,1873700.2899999998,1538.3417816091953
N373AA,21,16.8,3525.35,237,4977,410732,6900297.600000001,46965.51000000001,874945.470000005,7822208.580000006,1571.6714044605196
N7LDAA,21,15.4,3264.34,3,63,5805,89397.0,189.95,11012.79,100599.73999999999,1596.8212698412697
N784AA,21,16.7,3489.05,669,14049,1678863,28037012.099999998,-853.9999999999998,2330651.909999997,30366810.009999994,2161.4926336394046
