TAIL_NUMBER,PASSENGER_CAPACITY,FUEL_COST/MILE,BASE_COST/FLIGHT
N14105,85,22.4,2118.28
N27724,200,30.5,4028.36
N468AA,85,21.7,2155.0
N785AA,200,31.5,4386.62
N190DN,200,30.4,4339.73
N11526,85,21.6,2133.14
N955DL,85,23.3,2125.21
N291AY,524,36.2,10525.63
N535UA,524,35.7,10416.26
N18102,368,33.8,7035.58
N77296,200,29.6,4202.09
N606LR,85,21.2,2299.58
N570UW,524,38.5,9488.06
N526SW,368,33.5,7009.93
N663SW,524,35.6,10268.35
N393DA,85,22.6,2128.01
N11176,524,36.2,9592.5
N137EV,85,22.7,2386.53
N271AY,200,28.8,4171.43
N103US,368,31.1,7571.83
N24706,85,23.1,2305.4
N909DL,524,36.7,9594.68
N959AT,368,32.7,7748.11
N590NW,200,30.2,4128.96
N35260,85,21.9,2314.19
N661AW,85,21.7,2159.25
N3KMAA,5,0.26,490.26
N791AS,85,22.3,2409.6
N803SK,85,21.1,2239.75
N488AA,524,37.6,9791.0
N3GBAA,85,22.0,2190.98
N480UA,200,30.2,4148.18
N619NK,85,22.1,2330.7
N16732,85,21.7,2355.8
N5EAAA,200,30.7,4442.28
N5CRAA,368,32.6,6952.53
N279JB,524,35.4,9419.8
N009AA,200,29.7,4133.2
N852AS,85,22.3,2132.09
N538CA,368,33.1,7614.92
N391CA,85,21.3,2412.18
N608SK,85,22.9,2307.8
N248WN,85,23.2,2310.16
N78060,368,31.2,6933.39
N583UW,85,23.3,2234.89
N3EGAA,85,22.5,2290.06
N53441,21,16.2,3436.21
N4XMAA,85,22.4,2173.26
N220FR,85,22.7,2297.12
N848MQ,85,22.2,2281.13
N659DL,21,16.0,3434.12
N48127,5,0.25,478.87
N561AA,85,21.7,2228.05
N814MQ,200,30.1,4077.04
N751EV,85,22.2,2366.35
N657AW,524,38.3,10399.46
N3CEAA,85,22.7,2171.78
N355NB,85,23.1,2161.47
N325US,85,22.5,2131.77
N852MQ,21,16.5,3319.43
N430SW,200,28.7,4117.17
N915EV,200,30.2,4353.43
N661JB,524,35.6,9762.6
N705DN,524,36.7,10003.04
N209FR,85,21.9,2146.11
N814SK,85,23.1,2237.41
N12201,85,23.3,2127.17
N469WN,200,31.3,4452.56
N77006,200,28.4,4182.55
N3FTAA,368,32.7,7675.33
N420UA,85,22.9,2234.45
N628VA,524,35.3,10316.9
N906WN,368,33.7,7618.19
N3JTAA,85,22.7,2170.28
N807DN,5,0.27,479.11
N37422,524,38.9,9803.2
N016AA,21,15.8,3277.7
N655JB,200,28.5,4176.21
N26208,85,21.8,2221.47
N3EBAA,200,30.1,4313.34
N365AA,85,23.4,2133.31
N930DN,524,37.6,10072.45
N851MQ,200,30.2,4038.92
N310DE,85,23.3,2126.08
N615NK,85,21.5,2156.59
N924AT,200,28.9,4126.5
N603SK,200,30.7,4366.45
N249JB,368,31.0,7724.88
N926EV,85,23.2,2287.28
N78524,200,29.6,4205.47
N703JB,524,38.6,10543.14
N848VA,368,31.6,7752.9
N694SW,85,22.3,2200.39
N5FGAA,524,37.8,9776.59
N608MQ,524,38.5,10475.12
N120SY,200,29.1,4437.42
N76288,368,32.9,7035.02
N809CA,85,21.1,2161.73
N353AA,85,21.6,2352.11
N597UA,85,23.3,2126.85
N38446,524,36.6,10518.48
N13955,524,38.0,9353.17
N24715,85,22.4,2236.32
N556WN,5,0.25,476.69
N7741C,200,30.0,4251.76
N414WN,524,37.4,9500.95
N3LYAA,85,22.7,2294.54
N712JB,85,23.3,2103.92
N858AS,524,39.2,9788.49
N907DL,200,29.7,4339.59
N37434,85,23.2,2164.95
N922DL,21,15.7,3268.33
N937UW,85,23.4,2225.15
N203UW,524,38.6,10074.91
N527VA,200,29.9,4268.32
N796AA,200,31.2,4469.34
N563AS,524,37.2,9499.7
N624JB,200,30.1,4100.88
N750EV,85,23.2,2355.87
N69824,85,21.1,2122.43
N5ERAA,85,22.8,2284.44
N987AT,200,29.2,4464.09
N018AA,200,31.1,4419.22
N11109,368,33.6,7596.65
N23708,85,22.9,2238.67
N4XNAA,21,16.5,3420.37
N534AS,21,16.3,3351.65
N597AS,21,15.2,3334.55
N3752,85,22.2,2148.76
N666DN,85,22.5,2149.23
N39475,85,21.3,2167.28
N549US,85,23.2,2309.75
N978AT,85,21.3,2255.54
N264LV,85,21.7,2245.27
N244WN,524,37.1,9912.33
N627DL,368,32.4,7333.05
N372AA,85,22.9,2172.93
N900PC,368,31.1,7160.48
N729JB,85,23.2,2175.36
N901AW,85,22.8,2210.83
N169UW,524,36.1,10043.25
N485UA,200,29.1,4196.53
N13716,200,30.8,4041.09
N285AY,524,35.2,10377.21
N725UW,85,23.0,2242.09
N282AY,368,31.6,7223.49
N953FR,85,23.4,2157.16
N528UA,524,39.3,10384.51
N76504,85,21.3,2160.32
N349NW,85,22.9,2151.7
N914WN,368,34.1,7822.21
N27477,21,15.6,3274.1
N155DL,200,30.2,4246.37
N6EAMQ,85,21.0,2126.46
N796SW,85,22.1,2408.0
N3DRAA,200,30.0,4477.27
N3EVAA,200,28.2,4250.42
N71411,85,21.5,2354.74
N827JB,200,31.4,4084.62
N5FLAA,368,32.9,7512.7
N69806,368,31.5,7863.89
N002AA,85,21.6,2210.03
N24202,524,36.7,10326.58
N342NB,200,28.8,4332.37
N238WN,200,29.8,3995.9
N511SW,200,30.1,4420.6
N77431,85,23.4,2335.74
N3DDAA,85,22.7,2144.51
N3JCAA,200,30.8,4197.78
N14177,524,39.0,10525.89
N833MQ,524,38.5,9277.57
N607SK,21,15.8,3192.3
N34460,85,22.4,2284.57
N5FFAA,200,29.6,4370.8
N812MQ,524,39.0,9267.74
N81449,85,21.6,2174.13
N12145,85,21.6,2170.47
N921AT,85,22.2,2151.04
N351NW,524,38.5,10144.04
N998DL,200,31.0,3986.24
N3771K,85,22.5,2186.65
N36915,85,23.2,2329.61
N28457,85,23.0,2123.33
N77295,85,22.9,2227.46
N3749D,85,23.0,2386.19
N395DN,200,29.6,4195.22
N36272,85,23.2,2393.84
N7743B,21,15.6,3452.09
N265JB,85,23.3,2210.64
N679DA,85,22.4,2388.71
N57439,85,21.5,2216.82
N26226,85,23.3,2253.58
N321US,85,23.1,2344.01
N690DL,200,29.9,4149.43
N39728,5,0.24,478.39
N385SW,85,22.3,2310.67
N506JB,368,32.0,7696.69
N312US,524,39.3,10411.16
N516JB,85,23.4,2183.25
N691CA,524,35.4,9694.93
N11191,200,31.3,4251.75
N439WN,200,29.6,4125.69
N5ELAA,85,21.0,2359.04
N3KFAA,524,36.5,10286.68
N938SW,85,21.4,2278.2
N316US,85,22.0,2271.98
N262WN,21,16.6,3644.45
N79402,200,31.4,4024.14
N3HUAA,85,22.9,2332.39
N304DQ,85,21.8,2289.13
N727SW,368,33.6,7242.91
N3ECAA,200,30.1,4194.81
N3AUAA,368,32.9,7006.91
N318AS,368,33.9,7464.15
N529JB,85,21.8,2373.78
N345NW,85,23.1,2112.59
N7701B,368,31.4,6948.09
N3KAAA,368,32.6,7756.99
N3DBAA,524,39.2,9592.47
N5EJAA,200,29.9,4218.2
N007AA,85,23.2,2243.99
N398DA,85,22.8,2397.26
N67812,85,22.9,2278.33
N77871,5,0.25,452.38
N5EPAA,5,0.27,489.86
N396AA,524,38.6,9760.27
N746JB,85,21.1,2351.65
N11192,85,21.3,2233.51
N78285,85,22.3,2258.3
N359NB,524,36.4,10347.39
N3JAAA,368,32.9,7615.12
N630AA,200,30.3,4109.8
N3GNAA,21,15.4,3235.65
N624NK,200,29.4,3987.59
N292AY,200,30.8,4155.49
N502MQ,200,30.7,4131.32
N423SW,85,22.0,2260.09
N779JB,85,22.9,2363.26
N3BTAA,85,23.1,2400.84
N757LV,200,31.5,4332.37
N75861,85,21.4,2132.49
N608JB,85,22.3,2166.67
N991DL,21,16.1,3374.01
N3755D,85,21.6,2384.88
N205FR,85,21.1,2361.5
N478WN,85,22.9,2303.92
N805AW,524,36.6,9739.32
N369NB,21,16.8,3311.62
N632JB,21,16.6,3247.8
N6707A,368,33.5,6932.26
N738US,524,37.1,9764.95
N3BUAA,200,29.2,3969.44
N604NK,85,22.4,2263.66
N147PQ,524,38.4,9714.03
N564JB,85,21.8,2190.16
N3JRAA,200,30.9,4102.11
N75858,85,21.9,2358.16
N3GEAA,85,23.3,2159.25
N3JLAA,200,29.4,4278.16
N583JB,85,21.1,2129.35
N464WN,85,23.5,2167.64
N642AA,85,22.5,2164.35
N3BCAA,85,22.0,2316.41
N317AS,524,36.0,10333.66
N3741S,200,28.5,4410.45
N923SW,85,21.1,2312.59
N75429,85,21.5,2406.44
N3745B,21,16.0,3538.39
N652DL,200,29.9,4085.66
N374HA,85,22.7,2173.27
N68836,21,16.8,3197.67
N1613B,85,22.3,2124.22
N390DA,524,37.5,9884.22
N214UA,368,33.0,7197.14
N77430,85,23.5,2287.88
N849VA,85,21.9,2412.55
N656AW,21,15.9,3647.18
N346NB,524,38.8,10061.46
N57862,85,22.6,2129.74
N337NB,85,21.4,2153.91
N873AS,200,31.1,4313.34
N569JB,200,29.4,4335.65
N37263,21,15.6,3199.15
N73259,85,23.3,2208.9
N633SW,524,35.7,10282.34
N380SW,85,21.9,2124.85
N613JB,85,21.5,2399.3
N3772H,5,0.26,490.3
N366NB,200,29.7,4196.1
N12135,85,22.0,2188.0
N16961,200,30.9,4145.16
N831MQ,85,22.1,2323.54
N931MQ,5,0.25,460.38
N650MQ,85,23.1,2287.59
N585SW,200,29.9,4360.42
N76516,200,28.7,4405.71
N38473,85,21.6,2225.37
N729SW,85,22.6,2111.37
N38268,200,28.3,3978.56
N623SW,21,15.5,3300.66
N604SK,85,22.5,2264.95
N365NB,200,29.5,3986.07
N433SW,368,32.0,7520.59
N3GVAA,85,23.3,2298.56
N474AA,85,22.5,2145.21
N605MQ,21,16.3,3458.57
N717TW,368,32.4,6980.97
N853UA,21,15.5,3179.0
N17139,85,22.7,2167.37
N5FNAA,85,21.9,2208.34
N316NB,200,28.2,4182.67
N3737C,368,32.7,7034.86
N10575,368,31.2,7515.8
N604QX,524,36.2,9816.47
N605QX,368,32.6,7853.28
N523NK,200,29.5,4399.05
N603NK,85,22.6,2388.42
N024AA,85,22.8,2289.09
N7BYAA,368,31.2,7277.93
N5FJAA,85,22.1,2306.59
N436AA,5,0.25,480.13
N903JB,85,22.7,2400.98
N374AA,85,23.1,2347.59
N3LSAA,200,29.0,4268.65
N323US,85,23.2,2263.84
N345NB,524,39.4,9185.94
N864AS,85,21.1,2407.92
N907JB,200,29.2,4273.43
N28912,200,28.4,4389.64
N382AA,368,32.6,6919.5
N3746H,85,21.3,2198.9
N398CA,5,0.26,468.67
N674MQ,85,22.1,2215.75
N953DN,85,22.2,2361.18
N464SW,200,28.5,4191.56
N636WN,524,37.4,9304.49
N4YEAA,85,21.7,2292.32
N584JB,524,39.3,9641.39
N708DN,524,35.9,10028.9
N945DN,368,33.1,7759.69
N18120,200,28.9,4324.24
N936UW,85,21.5,2119.05
N533NK,85,21.5,2188.92
N192JB,85,22.0,2285.0
N17133,85,22.1,2222.32
N375AA,524,39.1,10131.57
N289AY,85,23.4,2128.95
N370SW,85,21.6,2281.38
N724SW,85,22.5,2120.69
N3DAAA,524,38.1,9806.58
N500MQ,200,31.0,4346.84
N846UA,200,31.5,4106.31
N235SW,85,21.8,2205.5
N73283,368,34.1,7604.74
N3CAAA,524,38.4,9355.67
N143DA,85,22.0,2151.47
N906AT,200,30.4,4529.19
N3768,200,30.3,4520.04
N19141,85,22.1,2129.59
N1501P,200,31.4,4108.44
N625VA,21,16.8,3397.03
N3EDAA,85,22.8,2243.56
N7AAAA,21,16.9,3627.91
N396DA,21,15.4,3265.49
N338NB,85,21.5,2303.48
N3KLAA,85,21.2,2283.13
N3LNAA,85,21.2,2400.6
N493AA,85,23.5,2175.79
N5EMAA,85,23.3,2253.44
N171DZ,368,33.1,7230.82
N673DL,200,28.2,4035.27
N867AS,85,21.2,2165.17
N3769L,85,23.5,2405.57
N331NW,200,31.1,4446.6
N7716A,85,22.7,2293.07
N605JB,85,21.3,2318.91
N1602,85,21.1,2344.2
N25705,85,22.1,2314.16
N330NW,200,28.6,4040.06
N27901,368,33.6,7325.32
N14219,524,35.8,10127.73
N7BLAA,85,22.9,2216.41
N76055,85,21.1,2307.12
N3BKAA,5,0.26,492.99
N538AS,85,23.3,2234.7
N3731T,85,22.0,2224.69
N907DA,85,21.3,2241.02
N664UA,368,31.3,7607.78
N381AA,85,22.0,2208.66
N582SW,85,22.9,2261.83
N69833,200,31.4,3967.78
N3FPAA,85,21.4,2313.82
N719EV,200,28.7,4516.93
N75410,85,21.3,2110.37
N718EV,85,22.0,2120.67
N286AY,368,31.0,7130.92
N284AY,200,30.6,4467.94
N3735D,5,0.27,506.93
N298SW,200,30.2,4504.93
N721TW,524,36.5,9583.47
N969DL,85,23.1,2230.2
N677UA,85,22.6,2410.88
N617QX,368,33.5,7630.77
N773SK,85,23.3,2312.99
N11194,85,23.5,2223.27
N265WN,200,29.7,4546.01
N75433,85,22.1,2337.86
N765AS,85,21.0,2196.94
N3740C,85,21.5,2127.92
N803UA,85,22.4,2244.53
N13979,85,21.4,2121.09
N707SK,85,23.0,2264.69
N854AS,5,0.25,507.43
N724SK,524,35.4,9685.96
N57016,368,30.5,7432.05
N382DA,85,21.3,2350.07
N3FMAA,200,28.9,3960.78
N590UA,200,28.6,4125.07
N12564,200,30.0,3991.88
N837MH,368,32.2,7044.63
N387AA,200,28.8,4191.83
N7BNAA,200,29.9,4100.28
N116SY,85,21.5,2108.52
N539US,85,21.9,2359.02
N460SW,21,15.9,3303.35
N3CUAA,5,0.26,501.88
N270YV,524,35.6,9313.01
N905AW,200,28.9,4145.26
N5CHAA,85,23.2,2347.34
N3BMAA,85,22.6,2313.64
N76054,524,38.3,9767.62
N947UW,368,33.1,7691.3
N250AY,200,28.7,4134.47
N54711,5,0.25,491.92
N784UA,21,15.2,3520.03
N013AA,368,32.2,6974.94
N654UA,200,29.0,4300.43
N672DL,200,28.7,3960.82
N543US,85,21.2,2189.33
N710SK,200,30.4,4366.06
N412UA,85,22.9,2385.79
N1609,524,37.9,10386.84
N393AA,85,21.8,2409.89
N333NB,85,23.4,2190.06
N26906,200,31.0,4098.97
N232PQ,85,22.0,2410.04
N920EV,524,38.1,9786.19
N373NW,85,23.2,2165.43
N7AFAA,85,21.0,2364.66
N14121,85,23.4,2265.17
N6713Y,85,21.9,2252.05
N53442,200,29.6,4526.73
N927DN,200,29.1,4040.74
N39463,200,30.1,4012.19
N33182,85,21.9,2362.24
N5FEAA,85,22.8,2146.65
N694DL,85,22.1,2325.6
N22909,524,36.6,10257.76
N68802,368,31.7,7509.44
N641UA,21,16.7,3280.26
N3GGAA,85,22.4,2206.22
N3JEAA,368,31.3,7328.34
N596UA,368,34.0,7342.88
N668UA,85,21.1,2151.28
N386HA,85,22.3,2104.25
N699BR,368,32.3,7441.06
N867DA,85,21.8,2115.16
N580HA,85,21.8,2410.68
N26910,85,22.1,2380.11
N34111,85,23.2,2150.01
N12126,200,31.1,4416.4
N614SK,85,23.2,2184.71
N201UU,200,31.2,3958.77
N828MH,524,35.7,9891.15
N17122,85,21.6,2381.31
N679CA,200,28.4,4520.97
N743SK,368,32.9,7008.23
N348NB,85,21.9,2201.88
N340NB,85,21.8,2263.98
N189DN,85,23.0,2285.37
N283AY,85,22.6,2262.93
N929DN,524,35.8,9503.45
N278AY,21,16.9,3247.58
N125UW,85,21.9,2143.32
N883AS,21,15.5,3418.7
N320NB,200,28.8,4236.62
N5FDAA,524,39.1,10504.75
N290AY,200,30.4,4004.56
N727TW,85,22.9,2290.65
N014AA,21,16.1,3579.21
N517MQ,85,21.8,2148.55
N16709,200,28.2,4525.75
N285WN,85,22.8,2236.32
N565JB,524,37.3,9609.67
N5FKAA,85,21.8,2390.38
N169DZ,85,21.6,2107.41
N395AA,85,23.4,2304.29
N644SW,200,29.7,4200.54
N217UA,85,22.7,2376.34
N19136,524,36.9,9215.33
N256AY,85,21.5,2400.75
N705UW,200,29.6,4501.06
N66808,524,39.2,9935.23
N204UW,85,21.6,2249.59
N850UA,85,22.6,2250.65
N643JB,368,31.9,7597.03
N818MQ,21,16.3,3617.17
N861DA,85,21.7,2304.87
N3760C,524,37.4,9589.51
N76514,85,22.0,2320.54
N552UW,85,22.6,2175.39
N6708D,200,30.6,3984.8
N3DVAA,368,31.0,7086.37
N399AA,85,21.3,2251.82
N592JB,85,22.1,2229.29
N392DA,368,32.6,7031.6
N616DL,368,32.0,6977.31
N6716C,200,29.3,4058.14
N634JB,21,15.7,3370.9
N221SW,200,29.8,4156.79
N37277,200,28.3,4388.29
N347NW,200,28.6,4090.01
N152DL,21,15.3,3433.91
N349NB,85,22.4,2104.39
N1610D,85,21.9,2253.57
N213UA,524,35.3,9485.95
N12175,21,16.6,3508.33
N470AA,5,0.25,460.21
N544MQ,85,23.0,2142.27
N18112,368,32.5,7519.63
N5EWAA,368,31.6,7235.72
N7BBAA,200,30.9,4265.21
N3742C,21,15.7,3264.78
N77261,85,23.3,2182.7
N77865,85,23.5,2260.62
N948DN,85,22.6,2386.14
N513AA,200,29.7,4500.53
N138DL,200,31.3,4498.71
N797AA,85,21.2,2322.71
N7ACAA,524,38.8,9773.31
N7723E,200,30.5,4249.57
N709DN,85,22.3,2390.81
N68811,21,15.4,3587.45
N833MH,368,33.6,7280.39
N657JB,85,22.3,2366.58
N3AWAA,85,21.1,2195.06
N476AA,524,37.0,10429.65
N37287,200,29.5,4386.31
N827MH,5,0.25,463.52
N12221,200,30.8,4136.15
N362AA,85,22.5,2142.86
N373AA,21,16.8,3525.35
N861AA,524,36.6,9854.04
N274AY,85,22.4,2313.5
N547JB,85,21.0,2314.51
N6710E,85,21.4,2159.8
N249AU,200,29.5,4067.35
N674UA,85,23.3,2375.76
N791SW,85,21.3,2409.77
N8884E,85,21.0,2271.64
N7AWAA,524,36.0,10057.8
N77019,200,29.7,4388.0
N351AA,85,22.8,2356.36
N917EV,200,28.2,4485.16
N128SY,85,22.8,2239.65
N442SW,368,32.4,7818.5
N181DN,21,15.5,3479.01
N193DN,85,22.2,2208.87
N662UA,85,23.4,2158.77
N3763D,21,16.6,3185.8
N1611B,85,23.2,2222.5
N7BCAA,524,36.3,9638.23
N87513,85,22.7,2129.16
N19130,85,22.7,2382.65
N38443,368,30.6,7901.26
N388HA,85,22.9,2131.43
N14959,85,21.6,2210.42
N643UA,85,22.9,2187.64
N3CVAA,85,21.9,2339.87
N386AA,200,31.0,4357.84
N5FAAA,200,29.0,4186.36
N183DN,368,33.5,7384.8
N820AS,524,38.3,10150.93
N671UA,524,36.8,9262.55
N3HWAA,21,16.9,3361.27
N864DA,200,28.2,4386.79
N26909,524,36.6,10379.74
N12125,85,21.0,2275.56
N418SW,368,32.4,7136.81
N945JB,524,38.7,10443.37
N898SK,524,37.1,10289.82
N76010,200,29.7,4082.79
N795UA,85,21.4,2375.06
N5DYAA,85,23.5,2171.85
N580SW,21,15.4,3480.42
N974EV,85,22.9,2403.74
N357NB,85,23.0,2258.54
N305DQ,85,22.8,2298.06
N907EV,5,0.25,475.47
N394DA,524,37.5,10224.68
N3FSAA,200,29.1,4098.0
N308SW,200,30.1,4512.5
N1608,524,39.4,10008.99
N3KJAA,85,21.6,2278.82
N4XFAA,85,21.9,2369.27
N5FRAA,85,22.5,2254.46
N33266,85,22.7,2285.57
N349AA,200,30.7,4162.84
N711UW,368,33.9,7637.68
N394DL,200,30.2,4070.65
N841MH,368,33.9,7347.3
N822UA,85,21.2,2109.17
N67058,524,38.8,9675.43
N550UA,85,21.9,2319.29
N379AA,524,36.3,10423.56
N665UA,200,28.8,4212.83
N78009,85,22.0,2132.63
N800SK,85,21.2,2265.81
N198DN,200,28.9,4349.13
N660UA,368,31.2,7336.23
N346AA,200,31.5,4024.92
N364AA,200,30.1,4392.95
N7AKAA,85,22.6,2236.48
N7BPAA,524,35.7,9318.5
N659UA,5,0.26,486.64
N380HA,85,23.3,2344.52
N862DA,524,35.7,10501.7
N17104,85,22.5,2139.66
N277AY,200,29.0,4088.28
N392AA,368,33.9,7509.75
N360AA,200,28.8,4042.33
N5EVAA,200,30.9,4452.47
N228UA,85,21.4,2297.07
N33132,85,21.7,2185.62
N363AA,85,23.2,2127.73
N352AA,85,21.5,2139.72
N928EV,524,35.8,9400.17
N955AT,524,35.9,9298.29
N416UA,85,21.4,2247.16
N486UA,524,38.9,10530.58
N763AS,21,15.7,3489.17
N780SK,85,21.3,2292.04
N772SK,85,21.1,2141.8
N23707,524,38.6,9496.82
N836UA,368,33.5,7668.07
N12900,200,28.6,4261.92
N417SW,200,31.5,4504.94
N502AA,85,21.2,2256.11
N7ALAA,85,22.1,2289.51
N234SW,85,23.4,2236.58
N195DN,85,23.0,2111.76
N76062,200,30.2,4126.3
N675UA,21,16.7,3471.5
N7LGAA,200,31.5,4244.87
N69020,524,36.4,9682.1
N815NW,85,23.4,2271.01
N7BWAA,368,33.3,7482.44
N7BRAA,200,29.9,4336.9
N934DL,368,33.0,7467.48
N655UA,524,38.0,9805.77
N569AA,524,36.9,9291.06
N920DE,85,22.1,2220.9
N7AEAA,85,21.9,2195.43
N34137,21,15.5,3364.21
N21108,5,0.27,453.06
N661UA,200,31.4,4213.2
N430WN,21,16.2,3643.77
N26902,85,22.6,2368.54
N197DN,524,37.9,9717.32
N78004,200,30.5,4384.16
N365SW,200,29.0,4268.94
N354NW,85,22.2,2169.63
N780UA,368,33.0,7330.77
N12225,85,22.5,2387.75
N506AS,368,30.6,7631.52
N350AA,21,16.9,3238.59
N5EUAA,85,23.3,2255.92
N1200K,85,21.8,2105.75
N951DL,524,37.3,9979.38
N3FCAA,85,21.8,2216.91
N862AA,85,23.3,2387.58
N7BXAA,368,33.1,7166.02
N124US,85,21.7,2405.74
N7AXAA,85,21.9,2116.47
N3DMAA,21,16.8,3238.87
N76265,368,32.7,7777.9
N5FMAA,85,22.4,2168.49
N361AA,85,22.9,2393.45
N66057,85,23.0,2235.85
N273AY,85,22.5,2320.56
N78002,85,22.6,2250.13
N369AA,85,22.5,2196.12
N793AS,85,22.1,2121.21
N7AYAA,85,22.0,2111.39
N473UA,85,23.4,2277.56
N634MQ,5,0.26,451.34
N276AY,85,23.0,2198.62
N78005,85,22.6,2324.68
N797UA,85,21.4,2215.02
N345AA,85,21.2,2309.72
N416SW,368,30.5,7201.11
N16954,200,31.3,4313.27
N35204,85,23.5,2219.98
N371CA,85,21.7,2188.67
N744SW,200,30.3,4437.49
N478AA,21,16.2,3276.82
N839MH,368,31.2,7624.64
N766US,200,30.0,4436.44
N29129,368,33.6,7903.5
N280AY,85,22.0,2343.57
N7AGAA,524,39.3,10488.94
N3MEAA,368,31.3,7223.06
N835MH,85,22.7,2348.82
N7BTAA,85,21.0,2117.16
N29907,85,21.7,2147.8
N66051,85,21.9,2179.85
N808NW,21,15.7,3480.18
N8965E,524,38.4,9932.8
N156DL,85,23.2,2216.7
N647UA,524,38.0,10348.6
N7APAA,200,28.4,4287.47
N649UA,200,29.5,3994.74
N185DN,85,22.0,2224.66
N663UA,524,36.8,9671.78
N460UA,524,37.9,9732.46
N223UA,21,16.4,3639.38
N713SW,524,36.5,9938.72
N342AA,85,21.6,2374.12
N5DVAA,524,39.2,10192.66
N78506,85,21.5,2205.02
N111US,524,35.7,9447.48
N7CCAA,200,29.3,4294.3
N891AT,200,30.0,4453.74
N59053,85,21.6,2373.1
N912SW,524,36.1,9563.97
N831DN,368,33.2,7516.96
N77022,21,16.3,3624.79
N842AS,524,35.8,9937.15
N805NW,524,39.4,9208.69
N24211,368,32.0,7209.66
N664MQ,85,22.5,2141.22
N652UA,85,22.6,2114.23
N658UA,21,16.4,3563.96
N654MQ,200,30.8,4096.63
N328NW,368,31.8,7264.0
N539MQ,85,23.1,2251.37
N57111,85,21.3,2307.26
N776UA,85,22.8,2113.02
N601MQ,85,22.3,2234.94
N317WN,200,28.3,4145.79
N69839,85,23.1,2309.85
N12957,524,35.8,9412.32
N838MH,85,23.0,2235.93
N1605,200,29.2,4492.19
N30913,85,23.2,2308.35
N672UA,524,36.0,9183.0
N423UA,85,23.2,2324.26
N78003,200,28.3,4341.87
N803NW,85,22.8,2185.71
N779AS,368,32.0,7257.51
N153DL,524,36.1,10002.99
N782UA,85,22.7,2344.68
N270AY,368,32.7,7174.47
N385AA,21,16.3,3272.74
N3BWAA,368,30.5,7842.28
N7BJAA,200,29.1,4422.9
N8656B,85,21.4,2149.14
N348AA,85,23.3,2136.95
N666UA,200,29.1,4367.07
N368SW,85,22.7,2131.55
N801NW,368,32.2,7186.69
N672MQ,200,30.3,4205.82
N5CCAA,200,29.1,4152.26
N193UW,85,21.2,2245.62
N594HA,85,21.9,2160.93
N775UA,85,21.4,2279.95
N377AA,85,23.1,2269.47
N11544,85,21.8,2369.25
N669SW,200,31.2,4105.13
N69059,85,22.4,2260.89
N802NW,200,30.4,4440.62
N73256,85,22.8,2168.11
N7BUAA,368,31.2,7478.99
N449UA,85,22.8,2128.98
N79011,85,21.8,2345.61
N788UA,85,22.1,2354.7
N33289,524,37.2,10505.24
N33292,85,21.2,2356.5
N344AA,85,22.8,2381.39
N184DN,200,31.4,4376.1
N116UA,524,38.6,9257.8
N553WN,5,0.25,491.46
N7BAAA,368,31.5,7445.64
N5BYAA,85,21.1,2301.54
N592NW,368,31.9,6949.54
N783UA,85,23.3,2268.79
N778AS,200,28.5,4291.77
N716EV,21,15.9,3619.13
N730SW,200,29.1,4127.96
N478HA,200,28.3,4514.49
N496WN,85,21.9,2141.09
N537UW,85,22.5,2262.54
N957SW,524,39.2,9728.58
N279AY,21,16.9,3418.3
N949UW,85,21.1,2301.56
N77012,368,31.6,7255.01
N778UA,21,16.1,3347.68
N1607B,85,21.9,2392.98
N77530,85,22.8,2345.9
N564AS,85,21.7,2381.36
N501MQ,524,35.4,10350.25
N647SW,524,35.6,9789.6
N1201P,524,35.3,10493.14
N676UA,85,22.8,2370.08
N644UA,524,38.9,9654.02
N76021,85,22.5,2364.87
N549AS,85,21.6,2116.13
N5FTAA,368,31.8,7644.53
N174DN,368,32.9,7653.11
N910AW,85,22.2,2334.16
N938AT,85,22.5,2171.19
N642UA,21,16.3,3343.26
N781UA,368,32.9,7694.25
N388AA,85,23.2,2161.39
N76065,85,21.4,2391.33
N225UA,524,37.6,9240.04
N3CNAA,524,37.8,9476.73
N384AA,368,31.9,7146.8
N816NW,85,21.1,2151.47
N18114,5,0.26,456.94
N275AY,368,31.3,7473.87
N27015,21,16.3,3403.89
N7LNAA,200,29.0,4297.04
N354AA,200,31.6,4501.54
N14118,21,16.9,3528.26
N380AA,85,23.4,2249.91
N510UW,524,35.9,10195.15
N77014,524,38.8,9450.35
N7719A,85,23.4,2359.56
N821NW,200,30.1,4227.68
N726SW,85,21.4,2100.4
N3MFAA,21,15.5,3200.82
N177DZ,85,21.5,2140.01
N785UA,524,38.9,9255.73
N689CA,200,28.8,4215.78
N728SW,200,28.5,4357.78
N607SW,368,33.0,7190.26
N825MH,200,28.9,4550.47
N806NW,5,0.25,466.11
N786UA,85,21.5,2305.91
N7AJAA,85,23.3,2339.22
N657UA,200,29.7,4520.76
N681MQ,21,15.3,3477.68
N707DN,85,22.5,2143.42
N78013,200,28.5,4409.56
N787UA,524,38.7,9874.07
N7BGAA,85,22.7,2159.29
N78017,85,21.9,2214.02
N745SW,85,21.6,2300.71
N7LHAA,21,15.9,3452.97
N976DL,368,32.0,6891.46
N200PQ,524,35.8,10278.45
N172DZ,21,15.8,3428.73
N669MQ,85,22.1,2296.2
N518UA,85,22.5,2126.12
N848AS,200,30.6,4488.51
N659MQ,21,16.2,3273.83
N496CA,200,30.9,4479.48
